binding_id,ssd_component_id,ssd_component_name,l2_code,l2_name,ssd_connector_name,ssd_connector_id,direction,data_type,unit,quantity,item_type,item_code,item_name,item_name_en,item_unit_or_medium,interface_type,original_sysml_path,original_product_code,original_product_name,original_port_name,original_port_id,source_connection_ids,simulink_model,simulink_port_name,simulink_port_type,future_fmu_file,future_fmu_variable,future_fmu_causality,future_fmu_variability,alias_reason,legacy_match,legacy_conflict_fields,review_flags,binding_status,notes
BIND::L2_7200::p_7211_rp_0194ebfed505dfb5,L2_7200,L2_7200,7200,制动,p_7211_rp_0194ebfed505dfb5,L2_7200.p_7211_rp_0194ebfed505dfb5,output,Real,[-],DynamicBrakeForceRequest,Real,ITM-CMD-006,动态制动力请求,DynamicBrakeForceRequest,N,IF_IF_CMD_006,p_N_7000.p_N_7200.p_N_7210.p_N_7211.rp_0194ebfed505dfb5,7211,电子制动控制单元(EBCU),动态制动力请求输出,PORT::7211::动态制动力请求输出::ITM-CMD-006::输出,CG_B251741505CB19FE47559F29,L2_7200.slx,p_7211_rp_0194ebfed505dfb5,Outport,L2_7200.fmu,p_7211_rp_0194ebfed505dfb5,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium N
BIND::L2_7200::p_7211_rp_04cfaf63bfa3ed70,L2_7200,L2_7200,7200,制动,p_7211_rp_04cfaf63bfa3ed70,L2_7200.p_7211_rp_04cfaf63bfa3ed70,input,Real,[-],MainReservoirPressure,Real,ITM-MEA-014,总风管压力,MainReservoirPressure,Pa,IF_IF_MEA_014,p_N_7000.p_N_7200.p_N_7210.p_N_7211.rp_04cfaf63bfa3ed70,7211,电子制动控制单元(EBCU),总风管压力输入,PORT::7211::总风管压力输入::ITM-MEA-014::输入,CG_A0B82CF482DDFB4553F8CFCA,L2_7200.slx,p_7211_rp_04cfaf63bfa3ed70,Inport,L2_7200.fmu,p_7211_rp_04cfaf63bfa3ed70,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium Pa
BIND::L2_7200::p_7211_rp_179bcc3fb8dacbbf,L2_7200,L2_7200,7200,制动,p_7211_rp_179bcc3fb8dacbbf,L2_7200.p_7211_rp_179bcc3fb8dacbbf,input,Real,[-],AchievedDynamicBrakeForce,Real,ITM-MEA-013,实际动态制动力,AchievedDynamicBrakeForce,N,IF_IF_MEA_013,p_N_7000.p_N_7200.p_N_7210.p_N_7211.rp_179bcc3fb8dacbbf,7211,电子制动控制单元(EBCU),实际动态制动力输入,PORT::7211::实际动态制动力输入::ITM-MEA-013::输入,CG_E8DAA56D71F2BE4B5E1C9BBF,L2_7200.slx,p_7211_rp_179bcc3fb8dacbbf,Inport,L2_7200.fmu,p_7211_rp_179bcc3fb8dacbbf,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium N
BIND::L2_7200::p_7211_rp_77afbfa330bfb95e,L2_7200,L2_7200,7200,制动,p_7211_rp_77afbfa330bfb95e,L2_7200.p_7211_rp_77afbfa330bfb95e,input,Real,[-],ServiceBrakeRequest,Real,ITM-CMD-003,服务制动请求,ServiceBrakeRequest,1 或 m/s2,IF_IF_CMD_003,p_N_7000.p_N_7200.p_N_7210.p_N_7211.rp_77afbfa330bfb95e,7211,电子制动控制单元(EBCU),服务制动请求输入,PORT::7211::服务制动请求输入::ITM-CMD-003::输入,CG_979C19823B520B68E370ECB6,L2_7200.slx,p_7211_rp_77afbfa330bfb95e,Inport,L2_7200.fmu,p_7211_rp_77afbfa330bfb95e,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium 1 或 m/s2
BIND::L2_7200::p_7211_rp_c021f63639408eff,L2_7200,L2_7200,7200,制动,p_7211_rp_c021f63639408eff,L2_7200.p_7211_rp_c021f63639408eff,output,Real,[-],BrakeAvailability,Boolean,ITM-STA-003,制动系统可用状态,BrakeAvailability,无,IF_IF_STA_003,p_N_7000.p_N_7200.p_N_7210.p_N_7211.rp_c021f63639408eff,7211,电子制动控制单元(EBCU),制动系统可用状态输出,PORT::7211::制动系统可用状态输出::ITM-STA-003::输出,CG_1102EBD35D52A38B96D5D2E7 | CG_944069F2CBBFA2A01274A9DB,L2_7200.slx,p_7211_rp_c021f63639408eff,Outport,L2_7200.fmu,p_7211_rp_c021f63639408eff,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_7200::p_7211_rp_d26568a796272d7a,L2_7200,L2_7200,7200,制动,p_7211_rp_d26568a796272d7a,L2_7200.p_7211_rp_d26568a796272d7a,input,Real,[-],DynamicBrakeAvailability,Boolean,ITM-STA-002,动态制动可用状态,DynamicBrakeAvailability,无,IF_IF_STA_002,p_N_7000.p_N_7200.p_N_7210.p_N_7211.rp_d26568a796272d7a,7211,电子制动控制单元(EBCU),动态制动可用状态输入,PORT::7211::动态制动可用状态输入::ITM-STA-002::输入,CG_1ACF37CC65D3FF235E8BD75C,L2_7200.slx,p_7211_rp_d26568a796272d7a,Inport,L2_7200.fmu,p_7211_rp_d26568a796272d7a,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_7200::p_7211_rp_da3049ae66223d22,L2_7200,L2_7200,7200,制动,p_7211_rp_da3049ae66223d22,L2_7200.p_7211_rp_da3049ae66223d22,input,Real,[-],SafetyBrakeRequest,Enum,ITM-CMD-030,安全停车/制动请求,SafetyBrakeRequest,无,IF_IF_CMD_030,p_N_7000.p_N_7200.p_N_7210.p_N_7211.rp_da3049ae66223d22,7211,电子制动控制单元(EBCU),安全停车/制动请求输入,PORT::7211::安全停车_制动请求输入::ITM-CMD-030::输入,CG_ED49C68C1459BB1005D412BB,L2_7200.slx,p_7211_rp_da3049ae66223d22,Inport,L2_7200.fmu,p_7211_rp_da3049ae66223d22,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Enum requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_7200::p_7211_rp_daaf414c1711f2bd,L2_7200,L2_7200,7200,制动,p_7211_rp_daaf414c1711f2bd,L2_7200.p_7211_rp_daaf414c1711f2bd,input,Real,[-],BrakeSafetyLoopState,Boolean/Enum,ITM-STA-025,制动安全回路状态,BrakeSafetyLoopState,无,IF_IF_STA_025,p_N_7000.p_N_7200.p_N_7210.p_N_7211.rp_daaf414c1711f2bd,7211,电子制动控制单元(EBCU),制动安全回路状态输入,PORT::7211::制动安全回路状态输入::ITM-STA-025::输入,CG_CE151D40A2BF816F41762F4C,L2_7200.slx,p_7211_rp_daaf414c1711f2bd,Inport,L2_7200.fmu,p_7211_rp_daaf414c1711f2bd,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean/Enum requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_7200::p_7211_rp_e4d6047a07b1416e,L2_7200,L2_7200,7200,制动,p_7211_rp_e4d6047a07b1416e,L2_7200.p_7211_rp_e4d6047a07b1416e,input,Real,[-],AvailableDynamicBrakeForce,Real,ITM-LIM-001,可用动态制动力,AvailableDynamicBrakeForce,N,IF_IF_LIM_001,p_N_7000.p_N_7200.p_N_7210.p_N_7211.rp_e4d6047a07b1416e,7211,电子制动控制单元(EBCU),可用动态制动力输入,PORT::7211::可用动态制动力输入::ITM-LIM-001::输入,CG_BEDE0932E86628B2EFCA8CCD,L2_7200.slx,p_7211_rp_e4d6047a07b1416e,Inport,L2_7200.fmu,p_7211_rp_e4d6047a07b1416e,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium N
BIND::L2_7200::p_7211_rp_f786158194c89c8a,L2_7200,L2_7200,7200,制动,p_7211_rp_f786158194c89c8a,L2_7200.p_7211_rp_f786158194c89c8a,input,Real,[-],BrakeCylinderPressure,Real,ITM-MEA-016,制动缸压力,BrakeCylinderPressure,Pa,IF_IF_MEA_016,p_N_7000.p_N_7200.p_N_7210.p_N_7211.rp_f786158194c89c8a,7211,电子制动控制单元(EBCU),制动缸压力输入,PORT::7211::制动缸压力输入::ITM-MEA-016::输入,CG_1AEA8B915E14A5D0FFEE30D9,L2_7200.slx,p_7211_rp_f786158194c89c8a,Inport,L2_7200.fmu,p_7211_rp_f786158194c89c8a,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium Pa
BIND::L2_7200::p_7211_rp_faa6c7c9931b0a58,L2_7200,L2_7200,7200,制动,p_7211_rp_faa6c7c9931b0a58,L2_7200.p_7211_rp_faa6c7c9931b0a58,input,Real,[-],EmergencyBrakeRequest,Boolean,ITM-CMD-004,紧急制动请求,EmergencyBrakeRequest,无,IF_IF_CMD_004,p_N_7000.p_N_7200.p_N_7210.p_N_7211.rp_faa6c7c9931b0a58,7211,电子制动控制单元(EBCU),紧急制动请求输入,PORT::7211::紧急制动请求输入::ITM-CMD-004::输入,CG_071B7693DAFA8B87ADA0A61E,L2_7200.slx,p_7211_rp_faa6c7c9931b0a58,Inport,L2_7200.fmu,p_7211_rp_faa6c7c9931b0a58,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_7200::p_7226_rp_5f6a9d81cebde2d3,L2_7200,L2_7200,7200,制动,p_7226_rp_5f6a9d81cebde2d3,L2_7200.p_7226_rp_5f6a9d81cebde2d3,input,Real,[-],EmergencyBrakeRequest,Boolean,ITM-CMD-004,紧急制动请求,EmergencyBrakeRequest,无,IF_IF_CMD_004,p_N_7000.p_N_7200.p_N_7220.p_N_7226.rp_5f6a9d81cebde2d3,7226,紧急制动阀,紧急制动请求输入,PORT::7226::紧急制动请求输入::ITM-CMD-004::输入,CG_4163C3EB1F2D16B7AFCB21C9,L2_7200.slx,p_7226_rp_5f6a9d81cebde2d3,Inport,L2_7200.fmu,p_7226_rp_5f6a9d81cebde2d3,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_7200::p_722B_rp_8d219d5375ded80b,L2_7200,L2_7200,7200,制动,p_722B_rp_8d219d5375ded80b,L2_7200.p_722B_rp_8d219d5375ded80b,output,Real,[-],BrakeCylinderPressure,Real,ITM-MEA-016,制动缸压力,BrakeCylinderPressure,Pa,IF_IF_MEA_016,p_N_7000.p_N_7200.p_N_7220.p_N_722B.rp_8d219d5375ded80b,722B,压力传感器,制动缸压力输出,PORT::722B::制动缸压力输出::ITM-MEA-016::输出,CG_E9224B53F74EDFCCFDA0FC70,L2_7200.slx,p_722B_rp_8d219d5375ded80b,Outport,L2_7200.fmu,p_722B_rp_8d219d5375ded80b,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium Pa
BIND::L2_7200::p_7254_rp_d9511ef0fa1c17df,L2_7200,L2_7200,7200,制动,p_7254_rp_d9511ef0fa1c17df,L2_7200.p_7254_rp_d9511ef0fa1c17df,output,Real,[-],FrictionBrakeMechanicalInteraction,PhysicalConnector,ITM-PHY-007,摩擦制动机械作用,FrictionBrakeMechanicalInteraction,摩擦机械,IF_IF_PHY_007,p_N_7000.p_N_7200.p_N_7250.p_N_7254.rp_d9511ef0fa1c17df,7254,闸片,摩擦制动机械作用端口,PORT::7254::摩擦制动机械作用端口::ITM-PHY-007::双向物理,CG_DA869E241F8A36DBAAC07E48,L2_7200.slx,p_7254_rp_d9511ef0fa1c17df,Outport,L2_7200.fmu,p_7254_rp_d9511ef0fa1c17df,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | Full SysML item datatype PhysicalConnector requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 摩擦机械
BIND::L2_8100::p_8121_rp_0b58c63caeaf2f6d,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8121_rp_0b58c63caeaf2f6d,L2_8100.p_8121_rp_0b58c63caeaf2f6d,input,Real,[-],ServiceBrakeRequest,Real,ITM-CMD-003,服务制动请求,ServiceBrakeRequest,1 或 m/s2,IF_IF_CMD_003,p_N_8000.p_N_8100.p_N_8120.p_N_8121.rp_0b58c63caeaf2f6d,8121,主控制单元,服务制动请求输入,PORT::8121::服务制动请求输入::ITM-CMD-003::输入,CG_41AD09EEB4EAB9DC956C08F8,L2_8100.slx,p_8121_rp_0b58c63caeaf2f6d,Inport,L2_8100.fmu,p_8121_rp_0b58c63caeaf2f6d,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium 1 或 m/s2
BIND::L2_8100::p_8121_rp_1c14ea3cdc439198,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8121_rp_1c14ea3cdc439198,L2_8100.p_8121_rp_1c14ea3cdc439198,input,Real,[-],BrakeAvailability,Boolean,ITM-STA-003,制动系统可用状态,BrakeAvailability,无,IF_IF_STA_003,p_N_8000.p_N_8100.p_N_8120.p_N_8121.rp_1c14ea3cdc439198,8121,主控制单元,制动系统可用状态输入,PORT::8121::制动系统可用状态输入::ITM-STA-003::输入,CG_944069F2CBBFA2A01274A9DB,L2_8100.slx,p_8121_rp_1c14ea3cdc439198,Inport,L2_8100.fmu,p_8121_rp_1c14ea3cdc439198,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8121_rp_1e34bb2697325127,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8121_rp_1e34bb2697325127,L2_8100.p_8121_rp_1e34bb2697325127,input,Real,[-],EmergencyBrakeRequest,Boolean,ITM-CMD-004,紧急制动请求,EmergencyBrakeRequest,无,IF_IF_CMD_004,p_N_8000.p_N_8100.p_N_8120.p_N_8121.rp_1e34bb2697325127,8121,主控制单元,紧急制动请求输入,PORT::8121::紧急制动请求输入::ITM-CMD-004::输入,CG_8EED0159D22D9EDC70A9EA67,L2_8100.slx,p_8121_rp_1e34bb2697325127,Inport,L2_8100.fmu,p_8121_rp_1e34bb2697325127,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8121_rp_2ee1cd48c6d41ac7,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8121_rp_2ee1cd48c6d41ac7,L2_8100.p_8121_rp_2ee1cd48c6d41ac7,input,Real,[-],TrainDirectionCommand,Enum,ITM-CMD-001,列车方向指令,TrainDirectionCommand,无,IF_IF_CMD_001,p_N_8000.p_N_8100.p_N_8120.p_N_8121.rp_2ee1cd48c6d41ac7,8121,主控制单元,列车方向指令输入,PORT::8121::列车方向指令输入::ITM-CMD-001::输入,CG_A3B31951ADAE62C498E76260,L2_8100.slx,p_8121_rp_2ee1cd48c6d41ac7,Inport,L2_8100.fmu,p_8121_rp_2ee1cd48c6d41ac7,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Enum requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8121_rp_a49a67fafe112278,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8121_rp_a49a67fafe112278,L2_8100.p_8121_rp_a49a67fafe112278,input,Real,[-],TractionCommand,Real,ITM-CMD-002,牵引指令,TractionCommand,1,IF_IF_CMD_002,p_N_8000.p_N_8100.p_N_8120.p_N_8121.rp_a49a67fafe112278,8121,主控制单元,牵引指令输入,PORT::8121::牵引指令输入::ITM-CMD-002::输入,CG_2E8F3CC8A8EBCDE6B7CF4D27,L2_8100.slx,p_8121_rp_a49a67fafe112278,Inport,L2_8100.fmu,p_8121_rp_a49a67fafe112278,input,continuous,,MATCHED,,,READY,
BIND::L2_8100::p_8121_rp_a9c7eff84933cd80,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8121_rp_a9c7eff84933cd80,L2_8100.p_8121_rp_a9c7eff84933cd80,output,Real,[-],EmergencyBrakeRequest,Boolean,ITM-CMD-004,紧急制动请求,EmergencyBrakeRequest,无,IF_IF_CMD_004,p_N_8000.p_N_8100.p_N_8120.p_N_8121.rp_a9c7eff84933cd80,8121,主控制单元,紧急制动请求输出,PORT::8121::紧急制动请求输出::ITM-CMD-004::输出,CG_071B7693DAFA8B87ADA0A61E | CG_4163C3EB1F2D16B7AFCB21C9,L2_8100.slx,p_8121_rp_a9c7eff84933cd80,Outport,L2_8100.fmu,p_8121_rp_a9c7eff84933cd80,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8121_rp_d82e5c8a7afb4b7b,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8121_rp_d82e5c8a7afb4b7b,L2_8100.p_8121_rp_d82e5c8a7afb4b7b,output,Real,[-],ServiceBrakeRequest,Real,ITM-CMD-003,服务制动请求,ServiceBrakeRequest,1 或 m/s2,IF_IF_CMD_003,p_N_8000.p_N_8100.p_N_8120.p_N_8121.rp_d82e5c8a7afb4b7b,8121,主控制单元,服务制动请求输出,PORT::8121::服务制动请求输出::ITM-CMD-003::输出,CG_979C19823B520B68E370ECB6,L2_8100.slx,p_8121_rp_d82e5c8a7afb4b7b,Outport,L2_8100.fmu,p_8121_rp_d82e5c8a7afb4b7b,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium 1 或 m/s2
BIND::L2_8100::p_8122_rp_1967a947dd39d4a5,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_1967a947dd39d4a5,L2_8100.p_8122_rp_1967a947dd39d4a5,input,Real,[-],ESSAvailability,Boolean,ITM-STA-030,储能系统可用状态,ESSAvailability,无,IF_IF_STA_030,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_1967a947dd39d4a5,8122,车辆控制单元,储能系统可用状态输入,PORT::8122::储能系统可用状态输入::ITM-STA-030::输入,CG_C03EBDD9B3CFF4E6611E41A1,L2_8100.slx,p_8122_rp_1967a947dd39d4a5,Inport,L2_8100.fmu,p_8122_rp_1967a947dd39d4a5,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8122_rp_35b0ef67b409e840,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_35b0ef67b409e840,L2_8100.p_8122_rp_35b0ef67b409e840,input,Real,[-],ESSAvailableDischargePower,Real,ITM-LIM-010,储能可用放电功率,ESSAvailableDischargePower,W,IF_IF_LIM_010,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_35b0ef67b409e840,8122,车辆控制单元,储能可用放电功率输入,PORT::8122::储能可用放电功率输入::ITM-LIM-010::输入,CG_DAF7D43DDD825831F29A70F8,L2_8100.slx,p_8122_rp_35b0ef67b409e840,Inport,L2_8100.fmu,p_8122_rp_35b0ef67b409e840,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_8100::p_8122_rp_361eac651ec9fd05,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_361eac651ec9fd05,L2_8100.p_8122_rp_361eac651ec9fd05,input,Real,[-],DCLinkVoltage,Real,ITM-MEA-008,中间直流母线电压,DCLinkVoltage,V,IF_IF_MEA_008,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_361eac651ec9fd05,8122,车辆控制单元,中间直流母线电压输入,PORT::8122::中间直流母线电压输入::ITM-MEA-008::输入,CG_732BB9F5922B7AC9420BB2D0,L2_8100.slx,p_8122_rp_361eac651ec9fd05,Inport,L2_8100.fmu,p_8122_rp_361eac651ec9fd05,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium V
BIND::L2_8100::p_8122_rp_4683a7cb63e55daf,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_4683a7cb63e55daf,L2_8100.p_8122_rp_4683a7cb63e55daf,output,Real,[-],ESSContactorCommand,Boolean,ITM-CMD-027,储能主接触器指令,ESSContactorCommand,无,IF_IF_CMD_027,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_4683a7cb63e55daf,8122,车辆控制单元,储能主接触器指令输出,PORT::8122::储能主接触器指令输出::ITM-CMD-027::输出,CG_1AE13610E33C0DC7055CFCED,L2_8100.slx,p_8122_rp_4683a7cb63e55daf,Outport,L2_8100.fmu,p_8122_rp_4683a7cb63e55daf,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8122_rp_47c78247980cc3a5,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_47c78247980cc3a5,L2_8100.p_8122_rp_47c78247980cc3a5,output,Real,[-],ESSFaultResetCommand,Boolean,ITM-CMD-029,储能故障复位指令,ESSFaultResetCommand,无,IF_IF_CMD_029,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_47c78247980cc3a5,8122,车辆控制单元,储能故障复位指令输出,PORT::8122::储能故障复位指令输出::ITM-CMD-029::输出,CG_D8FCE908D4FD9343C6353985,L2_8100.slx,p_8122_rp_47c78247980cc3a5,Outport,L2_8100.fmu,p_8122_rp_47c78247980cc3a5,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8122_rp_6437aa0577c9ccd7,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8122_rp_6437aa0577c9ccd7,L2_8100.p_8122_rp_6437aa0577c9ccd7,input,Real,[-],SuperCapSOC,Real,ITM-MEA-028,超级电容SOC,SuperCapSOC,1,IF_IF_MEA_028,p_N_8000.p_N_8100.p_N_8120.p_N_8122.rp_6437aa0577c9ccd7,8122,车辆控制单元,超级电容SOC输入,PORT::8122::超级电容SOC输入::ITM-MEA-028::输入,CG_9465AAC3F0B0B115DC3EF9FD,L2_8100.slx,p_8122_rp_6437aa0577c9ccd7,Inport,L2_8100.fmu,p_8122_rp_6437aa0577c9ccd7,input,continuous,,MATCHED,,,READY,
