executable_variable_id,ssd_component,source_ssd_connectors,variable_name,engineering_meaning,quantity,unit,datatype,fmi_causality,fmi_variability,simulink_port_type,source_of_semantics,source_of_unit,source_of_causality,confidence,assumption,legacy_contract_ids,structural_connection_ids,binding_rule_ids,resolution_status
EV::L2_8100::in_line_current,L2_8100,L2_8100.p_8166_rp_d9d89be1583c0e18,in_line_current,受流/高压测量通道得到的线路电流;符号用于区分取能与回馈。,line_current,A,Float64,input,continuous,Inport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0010,CG_FE573ED935CFF37491A053E8,BR-SIG-001,RESOLVED
EV::L2_8100::in_line_voltage,L2_8100,L2_8100.p_8166_rp_573e029523ef9946,in_line_voltage,受流/高压测量通道得到的线路电压。,line_voltage,V,Float64,input,continuous,Inport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0009,CG_1C5FC46A1E7682144A3BDDDF,BR-SIG-001,RESOLVED
EV::L2_8100::in_main_reservoir_pressure,L2_8100,L2_8100.p_8128_rp_ccc90acd04ba0ccc,in_main_reservoir_pressure,总风管压力传感器输出。,main_reservoir_pressure,Pa,Float64,input,continuous,Inport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0023,CG_739E53DD845C8CD2646C8E39,BR-SIG-001,RESOLVED
EV::L2_8100::in_motor_speed,L2_8100,L2_8100.p_8125_rp_4e582bfad9ebbf1d,in_motor_speed,牵引电机速度传感器或电机控制估算的电机机械角速度。,motor_speed,rad/s,Float64,input,continuous,Inport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0001,CG_89DF67BFD358C3EEF4DB05F2,BR-SIG-001,RESOLVED
EV::L2_8100::in_motor_torque_actual,L2_8100,L2_8100.p_8125_rp_1faca3fc4ff0e741,in_motor_torque_actual,电机控制估算或测量的实际电磁转矩。,motor_torque_actual,N*m,Float64,input,continuous,Inport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0022,CG_65E377DBF988541FA5778D1E,BR-SIG-001,RESOLVED
EV::L2_8100::in_regenerative_power_actual,L2_8100,L2_8100.p_8122_rp_bd78e8d84d334672,in_regenerative_power_actual,制动过程中牵引电机/变流器实际产生的再生电功率。,regenerative_power_actual,W,Float64,input,continuous,Inport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0012,CG_40ADD911FF2840BEEAA67F8D,BR-SIG-001,RESOLVED
EV::L2_8100::in_safety_brake_request,L2_8100,L2_8100.p_8127_rp_be0fc7194a7f0161,in_safety_brake_request,"来自ATP/安全回路等外部安全功能的制动请求,进入EBCU后映射为服务或紧急制动。",safety_brake_request,1,Int32,input,discrete,Inport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0048,CG_86987C60BCB826208FEFEF31,BR-SIG-001,RESOLVED
EV::L2_8100::in_service_brake_request,L2_8100,L2_8100.p_8121_rp_0b58c63caeaf2f6d,in_service_brake_request,"服务制动需求;可采用归一化请求或减速度请求,工程中必须在接口处固定一种语义。",service_brake_request,1 或 m/s2,Float64,input,continuous,Inport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,medium,"Legacy Mapping_Status=REVIEW_REQUIRED; accepted as an executable interface resolution because scalar quantity, datatype and causality are explicit and traceable to the Full SysML item.",SIM-L2-0046,CG_41AD09EEB4EAB9DC956C08F8,BR-SIG-001,RESOLVED
EV::L2_8100::in_super_cap_soc,L2_8100,L2_8100.p_8122_rp_6437aa0577c9ccd7,in_super_cap_soc,由超级电容电压/能量模型估算的归一化储能状态。,super_cap_soc,1,Float64,input,continuous,Inport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0053,CG_9465AAC3F0B0B115DC3EF9FD,BR-SIG-001,RESOLVED
EV::L2_8100::in_traction_command,L2_8100,L2_8100.p_8121_rp_a49a67fafe112278,in_traction_command,司机/ATO等给出的归一化牵引需求。,traction_command,1,Float64,input,continuous,Inport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0045,CG_2E8F3CC8A8EBCDE6B7CF4D27,BR-SIG-001,RESOLVED
EV::L2_8100::in_traction_converter_fault,L2_8100,L2_8100.p_8122_rp_81e596aab3f0fe4c,in_traction_converter_fault,牵引变流器保护/故障集合。,traction_converter_fault,1,Int32,input,discrete,Inport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,"Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1. | Legacy Mapping_Status=REVIEW_REQUIRED; accepted as an executable interface resolution because scalar quantity, datatype and causality are explicit and traceable to the Full SysML item.",SIM-L2-0018,CG_55513667B46680F5B87A0939,BR-SIG-001,RESOLVED
EV::L2_8100::in_train_direction_command,L2_8100,L2_8100.p_8121_rp_2ee1cd48c6d41ac7,in_train_direction_command,司机或控制系统给出的列车运行方向选择。,train_direction_command,1,Int32,input,discrete,Inport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0044,CG_A3B31951ADAE62C498E76260,BR-SIG-001,RESOLVED
EV::L2_8100::out_achieved_dynamic_brake_force,L2_8100,L2_8100.p_8125_rp_36a59f5828d4c515,out_achieved_dynamic_brake_force,牵引电制动通道实际实现的列车等效动态制动力。,achieved_dynamic_brake_force,N,Float64,output,continuous,Outport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0034,CG_E8DAA56D71F2BE4B5E1C9BBF,BR-SIG-001,RESOLVED
EV::L2_8100::out_available_dynamic_brake_force,L2_8100,L2_8100.p_8125_rp_b60dd66dcfd10afa,out_available_dynamic_brake_force,当前速度、电压、黏着、温度和故障条件下动态制动可提供的最大列车等效制动力。,available_dynamic_brake_force,N,Float64,output,continuous,Outport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0033,CG_BEDE0932E86628B2EFCA8CCD,BR-SIG-001,RESOLVED
EV::L2_8100::out_brake_cylinder_pressure,L2_8100,L2_8100.p_8128_rp_0e19632016b69ff2,out_brake_cylinder_pressure,摩擦制动执行通道的制动缸/夹钳驱动压力。,brake_cylinder_pressure,Pa,Float64,output,continuous,Outport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0036,CG_1AEA8B915E14A5D0FFEE30D9,BR-SIG-001,RESOLVED
EV::L2_8100::out_brake_safety_loop_state,L2_8100,L2_8100.p_8152_rp_ae53feffb1e116e3,out_brake_safety_loop_state,制动安全回路状态。,brake_safety_loop_state,1,Int32,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,"Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1. | Legacy Mapping_Status=REVIEW_REQUIRED; accepted as an executable interface resolution because scalar quantity, datatype and causality are explicit and traceable to the Full SysML item.",SIM-L2-0038,CG_CE151D40A2BF816F41762F4C,BR-SIG-001,RESOLVED
EV::L2_8100::out_dcdc_enable_command,L2_8100,L2_8100.p_8122_rp_a4aac084c46e1e57,out_dcdc_enable_command,允许双向DC/DC进入功率调节状态的控制请求。,dcdc_enable_command,1,Boolean,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0040,CG_25DC22E45A984D1CB28D188B,BR-SIG-001,RESOLVED
EV::L2_8100::out_dynamic_brake_availability,L2_8100,L2_8100.p_8125_rp_dae11d7502a6c37a,out_dynamic_brake_availability,动态制动通道是否可用于当前制动力分配。,dynamic_brake_availability,1,Boolean,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0037,CG_1ACF37CC65D3FF235E8BD75C,BR-SIG-001,RESOLVED
EV::L2_8100::out_emergency_brake_request,L2_8100,L2_8100.p_8121_rp_a9c7eff84933cd80,out_emergency_brake_request,触发紧急制动的有效请求。,emergency_brake_request,1,Boolean,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0031,CG_071B7693DAFA8B87ADA0A61E | CG_4163C3EB1F2D16B7AFCB21C9,BR-SIG-001,RESOLVED
EV::L2_8100::out_ess_contactor_command,L2_8100,L2_8100.p_8122_rp_4683a7cb63e55daf,out_ess_contactor_command,控制储能支路主接触器接通/断开的请求。,ess_contactor_command,1,Boolean,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0041,CG_1AE13610E33C0DC7055CFCED,BR-SIG-001,RESOLVED
EV::L2_8100::out_ess_fault_reset_command,L2_8100,L2_8100.p_8122_rp_47c78247980cc3a5,out_ess_fault_reset_command,在满足复位条件后请求清除储能保护锁存状态。,ess_fault_reset_command,1,Boolean,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0043,CG_D8FCE908D4FD9343C6353985,BR-SIG-001,RESOLVED
EV::L2_8100::out_ess_power_request,L2_8100,L2_8100.p_8122_rp_77c439392dea95b4,out_ess_power_request,上层能量管理向双向DC/DC提出的储能支路功率请求;正负号方向必须项目内固定。,ess_power_request,W,Float64,output,continuous,Outport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0039,CG_7A2381DC8C36A40B747035A5,BR-SIG-001,RESOLVED
EV::L2_8100::out_ess_precharge_command,L2_8100,L2_8100.p_8122_rp_f704c2e7bab06749,out_ess_precharge_command,控制储能支路预充电过程开始/停止的请求。,ess_precharge_command,1,Boolean,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0042,CG_D9CD1E8933F596F319A67625,BR-SIG-001,RESOLVED
EV::L2_8100::out_hv_safety_loop_state,L2_8100,L2_8100.p_8128_rp_cb74be2d7d4a54c7,out_hv_safety_loop_state,高压相关安全回路闭合/断开/故障状态。,hv_safety_loop_state,1,Int32,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,"Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1. | Legacy Mapping_Status=REVIEW_REQUIRED; accepted as an executable interface resolution because scalar quantity, datatype and causality are explicit and traceable to the Full SysML item.",SIM-L2-0028,CG_F55B5E17D8CBFAC80E0961C2,BR-SIG-001,RESOLVED
EV::L2_8100::out_main_reservoir_pressure,L2_8100,L2_8100.p_8128_rp_8d19f6989a5bebad,out_main_reservoir_pressure,总风管压力传感器输出。,main_reservoir_pressure,Pa,Float64,output,continuous,Outport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0035,CG_A0B82CF482DDFB4553F8CFCA,BR-SIG-001,RESOLVED
EV::L2_8100::out_motor_torque_request,L2_8100,L2_8100.p_8125_rp_70a8e2c4b0887b4d,out_motor_torque_request,牵引控制向电机控制通道给出的目标电磁转矩;再生制动时符号表示制动方向。,motor_torque_request,N*m,Float64,output,continuous,Outport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0029,CG_7365C853DD9391D9914E0C8A,BR-SIG-001,RESOLVED
EV::L2_8100::out_safety_brake_request,L2_8100,L2_8100.p_8127_rp_8f3091a86214dd4e,out_safety_brake_request,"来自ATP/安全回路等外部安全功能的制动请求,进入EBCU后映射为服务或紧急制动。",safety_brake_request,1,Int32,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0032,CG_ED49C68C1459BB1005D412BB,BR-SIG-001,RESOLVED
EV::L2_8100::out_sanding_request,L2_8100,L2_8100.p_8128_rp_5accd69f9c3a8b0c,out_sanding_request,人工或自动发出的撒砂/增粘请求。,sanding_request,1,Boolean,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0027,CG_565AF053FC6E3FF333FD7433,BR-SIG-001,RESOLVED
EV::L2_8100::out_service_brake_request,L2_8100,L2_8100.p_8121_rp_d82e5c8a7afb4b7b,out_service_brake_request,"服务制动需求;可采用归一化请求或减速度请求,工程中必须在接口处固定一种语义。",service_brake_request,1 或 m/s2,Float64,output,continuous,Outport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,medium,"Legacy Mapping_Status=REVIEW_REQUIRED; accepted as an executable interface resolution because scalar quantity, datatype and causality are explicit and traceable to the Full SysML item.",SIM-L2-0030,CG_979C19823B520B68E370ECB6,BR-SIG-001,RESOLVED
EV::L2_D100::out_emergency_brake_request,L2_D100,L2_D100.p_D121_rp_d32b32814a84a88a,out_emergency_brake_request,触发紧急制动的有效请求。,emergency_brake_request,1,Boolean,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0047,CG_663CDC611495882DCD3E5B8F | CG_8EED0159D22D9EDC70A9EA67,BR-SIG-001,RESOLVED
EV::L2_D100::out_service_brake_request,L2_D100,L2_D100.p_D114_rp_d3d5739989ecf2dd,out_service_brake_request,"服务制动需求;可采用归一化请求或减速度请求,工程中必须在接口处固定一种语义。",service_brake_request,1 或 m/s2,Float64,output,continuous,Outport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,medium,"Legacy Mapping_Status=REVIEW_REQUIRED; accepted as an executable interface resolution because scalar quantity, datatype and causality are explicit and traceable to the Full SysML item.",SIM-L2-0046,CG_41AD09EEB4EAB9DC956C08F8,BR-SIG-001,RESOLVED
EV::L2_D100::out_traction_command,L2_D100,L2_D100.p_D113_rp_9ca0d9d396f8ffd0,out_traction_command,司机/ATO等给出的归一化牵引需求。,traction_command,1,Float64,output,continuous,Outport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0045,CG_2E8F3CC8A8EBCDE6B7CF4D27,BR-SIG-001,RESOLVED
EV::L2_D100::out_train_direction_command,L2_D100,L2_D100.p_D112_rp_8962dea15ad904c6,out_train_direction_command,司机或控制系统给出的列车运行方向选择。,train_direction_command,1,Int32,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0044,CG_A3B31951ADAE62C498E76260,BR-SIG-001,RESOLVED
EV::L2_E100::out_external_safety_system_state,L2_E100,L2_E100.p_E100_rp_0307dc18d9537f9d,out_external_safety_system_state,ATP等外部安全系统提供的运行/制动相关状态。,external_safety_system_state,1,Int32,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,"Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1. | Legacy Mapping_Status=REVIEW_REQUIRED; accepted as an executable interface resolution because scalar quantity, datatype and causality are explicit and traceable to the Full SysML item.",SIM-L2-0049,CG_0D68248E62957CCB92C5A2A5 | CG_89318B491DF9CED18997C36D,BR-SIG-001,RESOLVED
EV::L2_E100::out_safety_brake_request,L2_E100,L2_E100.p_E100_rp_7273a171b473f816,out_safety_brake_request,"来自ATP/安全回路等外部安全功能的制动请求,进入EBCU后映射为服务或紧急制动。",safety_brake_request,1,Int32,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0048,CG_86987C60BCB826208FEFEF31,BR-SIG-001,RESOLVED
EV::L2_X100::in_dcdc_enable_command,L2_X100,L2_X100.p_X112_rp_1164249ec859b807,in_dcdc_enable_command,允许双向DC/DC进入功率调节状态的控制请求。,dcdc_enable_command,1,Boolean,input,discrete,Inport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0040,CG_25DC22E45A984D1CB28D188B,BR-SIG-001,RESOLVED
EV::L2_X100::in_ess_contactor_command,L2_X100,L2_X100.p_X112_rp_81f1c1da5d6d3173,in_ess_contactor_command,控制储能支路主接触器接通/断开的请求。,ess_contactor_command,1,Boolean,input,discrete,Inport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0041,CG_1AE13610E33C0DC7055CFCED,BR-SIG-001,RESOLVED
EV::L2_X100::in_ess_fault_reset_command,L2_X100,L2_X100.p_X112_rp_b84f02a624b9982f,in_ess_fault_reset_command,在满足复位条件后请求清除储能保护锁存状态。,ess_fault_reset_command,1,Boolean,input,discrete,Inport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0043,CG_D8FCE908D4FD9343C6353985,BR-SIG-001,RESOLVED
EV::L2_X100::in_ess_power_request,L2_X100,L2_X100.p_X112_rp_843fa8c83311440e,in_ess_power_request,上层能量管理向双向DC/DC提出的储能支路功率请求;正负号方向必须项目内固定。,ess_power_request,W,Float64,input,continuous,Inport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0039,CG_7A2381DC8C36A40B747035A5,BR-SIG-001,RESOLVED
EV::L2_X100::in_ess_precharge_command,L2_X100,L2_X100.p_X112_rp_5ff890136d5d49bf,in_ess_precharge_command,控制储能支路预充电过程开始/停止的请求。,ess_precharge_command,1,Boolean,input,discrete,Inport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0042,CG_D9CD1E8933F596F319A67625,BR-SIG-001,RESOLVED
EV::L2_X100::out_dcdc_actual_power,L2_X100,L2_X100.p_X111_rp_9828766df3df1904,out_dcdc_actual_power,双向DC/DC实际向储能侧或母线侧传递的功率。,dcdc_actual_power,W,Float64,output,continuous,Outport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0054,CG_A6D783BBFCF6C6DA11FFCF2D,BR-SIG-001,RESOLVED
EV::L2_X100::out_ess_absorbed_power,L2_X100,L2_X100.p_X112_rp_a59821acb0d73604,out_ess_absorbed_power,超级电容储能支路实际吸收的再生功率。,ess_absorbed_power,W,Float64,output,continuous,Outport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0050,CG_093EFCE58F3AB220CFEC48AC,BR-SIG-001,RESOLVED
EV::L2_X100::out_ess_availability,L2_X100,L2_X100.p_X112_rp_3b946767139d884a,out_ess_availability,储能支路是否可以接受或释放功率。,ess_availability,1,Boolean,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1.,SIM-L2-0055,CG_C03EBDD9B3CFF4E6611E41A1,BR-SIG-001,RESOLVED
EV::L2_X100::out_ess_available_charge_power,L2_X100,L2_X100.p_X112_rp_388d943a537916a7,out_ess_available_charge_power,由超级电容SOC、电压、温度、DC/DC能力和保护状态计算的最大允许吸收功率。,ess_available_charge_power,W,Float64,output,continuous,Outport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0051,CG_CB302083C9F33A1345D9C406,BR-SIG-001,RESOLVED
EV::L2_X100::out_ess_available_discharge_power,L2_X100,L2_X100.p_X112_rp_73067cce4e6a7eeb,out_ess_available_discharge_power,储能支路当前最大允许释放功率。,ess_available_discharge_power,W,Float64,output,continuous,Outport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0052,CG_DAF7D43DDD825831F29A70F8,BR-SIG-001,RESOLVED
EV::L2_X100::out_ess_fault,L2_X100,L2_X100.p_X112_rp_e5eadfefaf46ac0a,out_ess_fault,储能支路故障集合。,ess_fault,1,Int32,output,discrete,Outport,LEGACY_CONTRACT,ENGINEERING_INFERENCE,LEGACY_CONTRACT,inferred,"Full SysML unit/medium is '无'; encoded as FMI dimensionless unit 1. | Legacy Mapping_Status=REVIEW_REQUIRED; accepted as an executable interface resolution because scalar quantity, datatype and causality are explicit and traceable to the Full SysML item.",SIM-L2-0056,CG_C113ED5B462ACDD4ACE56E91,BR-SIG-001,RESOLVED
EV::L2_X100::out_super_cap_soc,L2_X100,L2_X100.p_X121_rp_b6cf5a49ced52abf,out_super_cap_soc,由超级电容电压/能量模型估算的归一化储能状态。,super_cap_soc,1,Float64,output,continuous,Outport,LEGACY_CONTRACT,LEGACY_CONTRACT,LEGACY_CONTRACT,high,,SIM-L2-0053,CG_9465AAC3F0B0B115DC3EF9FD,BR-SIG-001,RESOLVED
